name,lat,lon,odo1,odo2,odo3,hgt,odo
12320,24.0513742,72.39162641,37368,57466,57495,87,57495
12330,24.05147964,72.3916482,37402,57513,57543,87,57543
12340,24.05158598,72.39167031,37436,57560,57590,87,57590
12350,24.05169189,72.39169215,37469,57607,57638,87,57638
12360,24.0517975,72.3917141,37498,57655,57684,87,57684
12370,24.05190668,72.39173705,37531,57703,57733,87,57733
12380,24.05201245,72.39175927,37557,57750,57781,87,57781
12390,24.05211812,72.39178147,37582,57797,57828,87,57828
12400,24.05222419,72.39180356,37609,57845,57875,87,57875
12410,24.05232999,72.39182513,37633,57892,57923,87,57923
12420,24.05244233,72.39184779,37658,57942,57972,87,57972
12430,24.0525526,72.39186976,37684,57991,58022,87,58022
12440,24.05265884,72.39189115,37708,58038,58069,87,58069
12450,24.05276927,72.39191366,37736,58088,58119,87,58119
12460,24.05287437,72.39193505,37761,58135,58166,87,58166
12470,24.05298022,72.3919567,37784,58182,58213,87,58213
12480,24.05308475,72.39197813,37808,58228,58260,87,58260
12490,24.05319032,72.39199992,37831,58275,58306,87,58306
12500,24.05330037,72.39202267,37856,58324,58356,87,58356
12510,24.05340554,72.39204408,37878,58372,58402,87,58402
12520,24.05351087,72.39206584,37902,58419,58449,87,58449
12530,24.05361688,72.39208771,37926,58466,58496,87,58496
12540,24.0537269,72.39211034,37951,58515,58545,87,58545
12550,24.05383579,72.39213266,37976,58564,58594,87,58594
12560,24.0539409,72.39215409,38000,58611,58640,87,58640
12570,24.05405047,72.39217637,38024,58659,58689,87,58689
12580,24.05415881,72.39219853,38048,58708,58737,87,58737
12590,24.05426437,72.39222007,38072,58755,58784,87,58784
12600,24.05436979,72.39224159,38097,58802,58830,87,58830
12610,24.05447585,72.39226317,38125,58849,58877,87,58877
12620,24.05458141,72.39228459,38157,58897,58924,87,58924
12630,24.05468639,72.39230575,38182,58943,58971,87,58971
12640,24.05478777,72.39232611,38208,58988,59016,87,59016
12650,24.05489368,72.39234749,38246,59036,59063,87,59063
12660,24.05498761,72.39236654,38283,59078,59105,87,59105
12670,24.05509323,72.39238792,38329,59125,59152,87,59152
12680,24.05519861,72.39240955,38376,59172,59198,87,59198
12690,24.05530425,72.39243102,38423,59219,59245,87,59245
12700,24.05540991,72.39245241,38470,59266,59292,87,59292
12710,24.05551501,72.3924739,38515,59313,59339,87,59339
12720,24.05562498,72.39249589,38562,59362,59388,87,59388
12730,24.05573259,72.39251751,38607,59410,59435,87,59435
12740,24.0558369,72.39253873,38654,59457,59482,87,59482
12750,24.05593788,72.39255919,38696,59502,59527,87,59527
12760,24.05604303,72.3925804,38735,59549,59573,87,59573
12770,24.05614859,72.39260178,38782,59596,59620,87,59620
12780,24.05625133,72.39262247,38820,59642,59666,87,59666
12790,24.05635726,72.39264365,38867,59689,59713,87,59713
12800,24.05646275,72.3926646,38912,59736,59760,87,59760
12810,24.05657291,72.39268619,38962,59785,59809,87,59809
12820,24.05667528,72.39270658,39007,59831,59854,87,59854
12830,24.05678087,72.39272741,39054,59878,59901,87,59901
12840,24.05688255,72.39274795,39100,59923,59946,87,59946
12850,24.05698407,72.39276808,39143,59969,59992,87,59992
12860,24.0570903,72.39278861,39189,60016,60039,87,60039
12870,24.0571878,72.39280759,39232,60059,60082,87,60082
12880,24.05729396,72.39282846,39279,60107,60130,87,60130
12890,24.05740007,72.39284909,39327,60154,60177,87,60177
12900,24.05750642,72.39286989,39374,60201,60224,87,60224
12910,24.05761228,72.39289063,39421,60248,60272,87,60272
12920,24.05771396,72.39291056,39466,60293,60317,87,60317
12930,24.05781972,72.39293204,39513,60340,60364,87,60364
12940,24.05792538,72.39295419,39560,60388,60411,87,60411
12950,24.05802685,72.39297506,39605,60433,60457,87,60457
12960,24.05813272,72.392996,39652,60480,60504,87,60504
12970,24.05823745,72.39301608,39699,60526,60551,87,60551
12980,24.05834311,72.39303583,39746,60574,60598,87,60598
12990,24.05842963,72.39305196,39784,60612,60636,87,60636
13000,24.0585362,72.39307201,39828,60659,60684,87,60684
13010,24.05864164,72.3930925,39875,60706,60731,87,60731
13020,24.05874753,72.39311293,39922,60753,60778,87,60778
13030,24.05885677,72.39313413,39971,60802,60827,87,60827
13040,24.05896147,72.39315449,40018,60849,60874,87,60874
13050,24.05906777,72.39317521,40065,60896,60921,87,60921
13060,24.059174,72.39319606,40112,60943,60969,87,60969
13070,24.05927185,72.3932152,40156,60987,61013,87,61013
13080,24.05937814,72.39323581,40203,61034,61060,87,61060
13090,24.05948374,72.39325608,40250,61081,61107,87,61107
13100,24.05958957,72.39327636,40297,61128,61154,87,61154
13110,24.05969572,72.39329694,40345,61175,61202,87,61202
13120,24.0598016,72.39331713,40392,61222,61249,87,61249
13130,24.05990739,72.3933374,40439,61270,61296,87,61296
13140,24.06001415,72.39335796,40486,61317,61344,87,61344
13150,24.06012044,72.39337831,40534,61365,61392,87,61392
13160,24.06022096,72.39339792,40574,61409,61436,87,61436
13170,24.06032929,72.39341883,40618,61458,61485,87,61485
13180,24.0604354,72.39343962,40662,61505,61532,87,61532
13190,24.06053687,72.39345959,40698,61550,61578,87,61578
13200,24.06064261,72.39348012,40732,61597,61625,87,61625
13210,24.06074861,72.39350098,40758,61644,61673,87,61673
13220,24.0608542,72.39352181,40784,61691,61720,87,61720
13230,24.06096017,72.39354253,40811,61739,61767,87,61767
13240,24.06106328,72.39356273,40835,61785,61813,87,61813
13250,24.0611641,72.39358266,40858,61830,61859,87,61859
13260,24.06127434,72.3936044,40886,61879,61908,87,61908
13270,24.06137992,72.39362516,40920,61926,61955,87,61955
13280,24.06148302,72.39364516,40945,61972,62001,87,62001
13290,24.06159436,72.39366658,40971,62022,62051,87,62051
13300,24.0616958,72.39368602,40994,62067,62096,87,62096
13310,24.06180189,72.39370648,41017,62114,62144,87,62144
13320,24.0619076,72.39372695,41042,62161,62191,87,62191
13330,24.06200936,72.39374677,41064,62206,62236,87,62236
13340,24.06211544,72.39376741,41097,62254,62283,87,62283
13350,24.06220081,72.39378455,41117,62292,62321,87,62321
13360,24.06231119,72.39380624,41143,62341,62370,87,62370
13370,24.06241715,72.39382678,41166,62389,62417,87,62417
13380,24.0625205,72.39384676,41190,62434,62463,87,62463
13390,24.06262655,72.39386744,41214,62482,62510,87,62510
13400,24.06273242,72.39388812,41238,62529,62557,87,62557
13410,24.06283412,72.39390829,41261,62574,62602,87,62602
13420,24.06293737,72.39392846,41284,62620,62648,87,62648
13430,24.06304528,72.39395014,41308,62668,62696,87,62696
13440,24.06315125,72.39397137,41332,62715,62743,87,62743
13450,24.06326021,72.39399308,41365,62764,62791,87,62791
13460,24.06336544,72.39401381,41395,62811,62837,87,62837
13470,24.06347154,72.39403447,41427,62858,62885,87,62885
13480,24.063577,72.39405484,41465,62905,62931,87,62931
13490,24.06368705,72.39407716,41502,62954,62980,87,62980
13500,24.06379248,72.39409998,41534,63001,63027,87,63027
13510,24.06389765,72.39412326,41580,63048,63073,87,63073
13520,24.06400614,72.39414776,41623,63097,63122,87,63122
13530,24.06411475,72.39417381,41669,63146,63170,87,63170
13540,24.06422256,72.3942088,41718,63195,63219,87,63219
13550,24.06432803,72.39425089,41768,63244,63268,87,63268
13560,24.0644356,72.39428343,41816,63293,63317,87,63317
13570,24.06445989,72.39428805,41827,63304,63328,87,63328
13580,24.06446863,72.39428967,41831,63308,63332,87,63332
13590,24.06448662,72.39429299,41839,63316,63340,87,63340
13600,24.06449745,72.39429498,41844,63321,63345,87,63345
13610,24.06450717,72.39429675,41848,63325,63349,87,63349
13620,24.06451478,72.39429811,41852,63329,63353,87,63353
13630,24.06452152,72.39429929,41854,63331,63355,87,63355
13640,24.064628,72.39431708,41900,63379,63402,87,63402
13650,24.06473762,72.39433609,41949,63427,63451,87,63451
